image_id class_id super_class_id path
26158 4043 1 img/MEN/Tees_Tanks/id_00000100/01_1_front.jpg
26161 4043 1 img/MEN/Tees_Tanks/id_00000100/01_4_full.jpg
26164 4044 1 img/WOMEN/Tees_Tanks/id_00000102/03_2_side.jpg
26166 4044 1 img/WOMEN/Tees_Tanks/id_00000102/03_4_full.jpg
26167 4044 1 img/WOMEN/Tees_Tanks/id_00000102/03_7_additional.jpg
26168 4044 1 img/WOMEN/Tees_Tanks/id_00000102/04_1_front.jpg
26173 4045 1 img/WOMEN/Shorts/id_00000103/01_2_side.jpg
26175 4045 1 img/WOMEN/Shorts/id_00000103/01_7_additional.jpg
26176 4045 1 img/WOMEN/Shorts/id_00000103/02_1_front.jpg
26178 4045 1 img/WOMEN/Shorts/id_00000103/02_3_back.jpg
26180 4045 1 img/WOMEN/Shorts/id_00000103/03_1_front.jpg
26181 4045 1 img/WOMEN/Shorts/id_00000103/03_2_side.jpg
26183 4045 1 img/WOMEN/Shorts/id_00000103/03_7_additional.jpg
26184 4045 1 img/WOMEN/Shorts/id_00000103/04_1_front.jpg
26185 4045 1 img/WOMEN/Shorts/id_00000103/04_2_side.jpg
26188 4045 1 img/WOMEN/Shorts/id_00000103/05_1_front.jpg
26192 4046 1 img/WOMEN/Pants/id_00000105/02_1_front.jpg
26194 4046 1 img/WOMEN/Pants/id_00000105/02_3_back.jpg
26197 4047 1 img/WOMEN/Dresses/id_00000106/03_2_side.jpg
26198 4047 1 img/WOMEN/Dresses/id_00000106/03_3_back.jpg
26200 4048 1 img/WOMEN/Blouses_Shirts/id_00000108/03_1_front.jpg
26201 4048 1 img/WOMEN/Blouses_Shirts/id_00000108/03_2_side.jpg
26203 4048 1 img/WOMEN/Blouses_Shirts/id_00000108/03_7_additional.jpg
26205 4048 1 img/WOMEN/Blouses_Shirts/id_00000108/04_2_side.jpg
26208 4049 1 img/WOMEN/Tees_Tanks/id_00000113/01_1_front.jpg
26209 4049 1 img/WOMEN/Tees_Tanks/id_00000113/01_2_side.jpg
26213 4050 1 img/WOMEN/Cardigans/id_00000119/02_2_side.jpg
26214 4050 1 img/WOMEN/Cardigans/id_00000119/02_3_back.jpg
26215 4050 1 img/WOMEN/Cardigans/id_00000119/02_7_additional.jpg
26216 4050 1 img/WOMEN/Cardigans/id_00000119/03_1_front.jpg
26217 4050 1 img/WOMEN/Cardigans/id_00000119/03_2_side.jpg
26222 4051 1 img/MEN/Tees_Tanks/id_00000122/01_1_front.jpg
26223 4051 1 img/MEN/Tees_Tanks/id_00000122/01_2_side.jpg
26227 4052 1 img/WOMEN/Sweaters/id_00000125/01_1_front.jpg
26228 4052 1 img/WOMEN/Sweaters/id_00000125/01_2_side.jpg
26229 4052 1 img/WOMEN/Sweaters/id_00000125/01_3_back.jpg
26233 4052 1 img/WOMEN/Sweaters/id_00000125/02_3_back.jpg
26236 4053 1 img/WOMEN/Shorts/id_00000128/01_2_side.jpg
26237 4053 1 img/WOMEN/Shorts/id_00000128/01_3_back.jpg
26240 4054 1 img/WOMEN/Blouses_Shirts/id_00000131/02_1_front.jpg
26242 4054 1 img/WOMEN/Blouses_Shirts/id_00000131/02_4_full.jpg
26244 4055 1 img/WOMEN/Tees_Tanks/id_00000133/01_1_front.jpg
26246 4055 1 img/WOMEN/Tees_Tanks/id_00000133/01_4_full.jpg
26248 4055 1 img/WOMEN/Tees_Tanks/id_00000133/02_1_front.jpg
26249 4055 1 img/WOMEN/Tees_Tanks/id_00000133/02_3_back.jpg
26252 4056 1 img/WOMEN/Tees_Tanks/id_00000135/05_1_front.jpg
26253 4056 1 img/WOMEN/Tees_Tanks/id_00000135/05_3_back.jpg
26254 4056 1 img/WOMEN/Tees_Tanks/id_00000135/05_4_full.jpg
26256 4056 1 img/WOMEN/Tees_Tanks/id_00000135/06_1_front.jpg
26258 4056 1 img/WOMEN/Tees_Tanks/id_00000135/06_4_full.jpg
26261 4056 1 img/WOMEN/Tees_Tanks/id_00000135/07_2_side.jpg
26262 4056 1 img/WOMEN/Tees_Tanks/id_00000135/07_3_back.jpg
26263 4056 1 img/WOMEN/Tees_Tanks/id_00000135/07_7_additional.jpg
26268 4057 1 img/WOMEN/Graphic_Tees/id_00000138/01_1_front.jpg
26271 4057 1 img/WOMEN/Graphic_Tees/id_00000138/01_4_full.jpg
26275 4058 1 img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_3_back.jpg
26276 4058 1 img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_4_full.jpg
26278 4059 1 img/WOMEN/Tees_Tanks/id_00000140/02_1_front.jpg
26280 4059 1 img/WOMEN/Tees_Tanks/id_00000140/02_3_back.jpg
26282 4059 1 img/WOMEN/Tees_Tanks/id_00000140/02_6_flat.jpg
26284 4060 1 img/WOMEN/Shorts/id_00000144/01_1_front.jpg
26286 4060 1 img/WOMEN/Shorts/id_00000144/01_3_back.jpg
26288 4060 1 img/WOMEN/Shorts/id_00000144/01_7_additional.jpg
26290 4060 1 img/WOMEN/Shorts/id_00000144/02_2_side.jpg
26292 4060 1 img/WOMEN/Shorts/id_00000144/02_4_full.jpg
26295 4060 1 img/WOMEN/Shorts/id_00000144/03_2_side.jpg
26297 4060 1 img/WOMEN/Shorts/id_00000144/03_4_full.jpg
26300 4061 1 img/MEN/Sweaters/id_00000145/01_2_side.jpg
26301 4061 1 img/MEN/Sweaters/id_00000145/01_3_back.jpg
26304 4062 1 img/MEN/Sweatshirts_Hoodies/id_00000146/02_1_front.jpg
26306 4062 1 img/MEN/Sweatshirts_Hoodies/id_00000146/02_3_back.jpg
26309 4063 1 img/WOMEN/Leggings/id_00000147/01_1_front.jpg
26310 4063 1 img/WOMEN/Leggings/id_00000147/01_2_side.jpg
26314 4064 1 img/WOMEN/Shorts/id_00000148/02_2_side.jpg
26315 4064 1 img/WOMEN/Shorts/id_00000148/02_3_back.jpg
26317 4064 1 img/WOMEN/Shorts/id_00000148/02_7_additional.jpg
26319 4064 1 img/WOMEN/Shorts/id_00000148/03_2_side.jpg
26322 4065 1 img/WOMEN/Sweaters/id_00000151/04_1_front.jpg
26324 4065 1 img/WOMEN/Sweaters/id_00000151/04_3_back.jpg
26327 4066 1 img/WOMEN/Blouses_Shirts/id_00000155/01_2_side.jpg
26330 4067 1 img/WOMEN/Tees_Tanks/id_00000159/04_2_side.jpg
26333 4067 1 img/WOMEN/Tees_Tanks/id_00000159/05_1_front.jpg
26334 4067 1 img/WOMEN/Tees_Tanks/id_00000159/05_2_side.jpg
26335 4067 1 img/WOMEN/Tees_Tanks/id_00000159/05_3_back.jpg
26336 4067 1 img/WOMEN/Tees_Tanks/id_00000159/05_4_full.jpg
26337 4067 1 img/WOMEN/Tees_Tanks/id_00000159/06_1_front.jpg
26341 4068 1 img/MEN/Tees_Tanks/id_00000161/01_1_front.jpg
26343 4068 1 img/MEN/Tees_Tanks/id_00000161/01_3_back.jpg
26345 4068 1 img/MEN/Tees_Tanks/id_00000161/01_6_flat.jpg
26347 4069 1 img/MEN/Shirts_Polos/id_00000167/01_1_front.jpg
26349 4069 1 img/MEN/Shirts_Polos/id_00000167/01_4_full.jpg
26352 4070 1 img/WOMEN/Dresses/id_00000169/04_2_side.jpg
26354 4070 1 img/WOMEN/Dresses/id_00000169/04_4_full.jpg
26357 4071 1 img/WOMEN/Blouses_Shirts/id_00000171/01_3_back.jpg
26358 4071 1 img/WOMEN/Blouses_Shirts/id_00000171/01_4_full.jpg
26360 4072 1 img/WOMEN/Blouses_Shirts/id_00000172/03_1_front.jpg
26361 4072 1 img/WOMEN/Blouses_Shirts/id_00000172/03_2_side.jpg
26365 4073 1 img/WOMEN/Dresses/id_00000173/02_3_back.jpg
26366 4073 1 img/WOMEN/Dresses/id_00000173/02_4_full.jpg
26369 4074 1 img/WOMEN/Tees_Tanks/id_00000175/01_2_side.jpg
26370 4074 1 img/WOMEN/Tees_Tanks/id_00000175/01_3_back.jpg
26372 4075 1 img/WOMEN/Shorts/id_00000176/01_1_front.jpg
26373 4075 1 img/WOMEN/Shorts/id_00000176/01_2_side.jpg
26378 4076 1 img/WOMEN/Sweatshirts_Hoodies/id_00000177/01_2_side.jpg
26379 4076 1 img/WOMEN/Sweatshirts_Hoodies/id_00000177/01_3_back.jpg
26384 4077 1 img/WOMEN/Jackets_Coats/id_00000181/03_7_additional.jpg
26385 4077 1 img/WOMEN/Blouses_Shirts/id_00000181/03_3_back.jpg
26388 4078 1 img/MEN/Denim/id_00000182/01_2_side.jpg
26390 4079 1 img/WOMEN/Tees_Tanks/id_00000184/01_1_front.jpg
26392 4079 1 img/WOMEN/Tees_Tanks/id_00000184/01_3_back.jpg
26394 4080 1 img/WOMEN/Jackets_Coats/id_00000186/02_1_front.jpg
26397 4080 1 img/WOMEN/Jackets_Coats/id_00000186/02_4_full.jpg
26399 4081 1 img/WOMEN/Jackets_Coats/id_00000187/04_1_front.jpg
26400 4081 1 img/WOMEN/Jackets_Coats/id_00000187/04_2_side.jpg
26401 4081 1 img/WOMEN/Jackets_Coats/id_00000187/04_3_back.jpg
26405 4081 1 img/WOMEN/Jackets_Coats/id_00000187/05_2_side.jpg
26410 4081 1 img/WOMEN/Jackets_Coats/id_00000187/06_4_full.jpg
26411 4081 1 img/WOMEN/Jackets_Coats/id_00000187/06_7_additional.jpg
26414 4081 1 img/WOMEN/Jackets_Coats/id_00000187/07_3_back.jpg
26415 4081 1 img/WOMEN/Jackets_Coats/id_00000187/07_7_additional.jpg
26416 4081 1 img/WOMEN/Jackets_Coats/id_00000187/08_1_front.jpg
26419 4081 1 img/WOMEN/Jackets_Coats/id_00000187/08_7_additional.jpg
26420 4081 1 img/WOMEN/Jackets_Coats/id_00000187/10_1_front.jpg
26422 4081 1 img/WOMEN/Jackets_Coats/id_00000187/10_3_back.jpg
26423 4081 1 img/WOMEN/Jackets_Coats/id_00000187/10_4_full.jpg
26425 4082 1 img/WOMEN/Blouses_Shirts/id_00000190/02_1_front.jpg
26427 4082 1 img/WOMEN/Blouses_Shirts/id_00000190/02_4_full.jpg
26429 4083 1 img/WOMEN/Dresses/id_00000191/01_1_front.jpg
26431 4083 1 img/WOMEN/Dresses/id_00000191/01_4_full.jpg
26433 4084 1 img/MEN/Sweaters/id_00000192/01_1_front.jpg
26435 4084 1 img/MEN/Sweaters/id_00000192/01_3_back.jpg
26438 4085 1 img/MEN/Shirts_Polos/id_00000193/04_2_side.jpg
26440 4085 1 img/MEN/Shirts_Polos/id_00000193/04_6_flat.jpg
26443 4085 1 img/MEN/Shirts_Polos/id_00000193/05_2_side.jpg
26444 4085 1 img/MEN/Shirts_Polos/id_00000193/05_3_back.jpg
26446 4085 1 img/MEN/Shirts_Polos/id_00000193/05_7_additional.jpg
26447 4085 1 img/MEN/Shirts_Polos/id_00000193/06_1_front.jpg
26448 4085 1 img/MEN/Shirts_Polos/id_00000193/06_2_side.jpg
26449 4085 1 img/MEN/Shirts_Polos/id_00000193/06_3_back.jpg
26450 4085 1 img/MEN/Shirts_Polos/id_00000193/06_6_flat.jpg
26453 4085 1 img/MEN/Shirts_Polos/id_00000193/07_2_side.jpg
26456 4085 1 img/MEN/Shirts_Polos/id_00000193/07_6_flat.jpg
26457 4085 1 img/MEN/Shirts_Polos/id_00000193/07_7_additional.jpg
26461 4085 1 img/MEN/Shirts_Polos/id_00000193/08_6_flat.jpg
26463 4086 1 img/WOMEN/Tees_Tanks/id_00000196/01_1_front.jpg
26465 4086 1 img/WOMEN/Tees_Tanks/id_00000196/01_4_full.jpg
26467 4087 1 img/WOMEN/Tees_Tanks/id_00000199/02_1_front.jpg
26472 4088 1 img/WOMEN/Dresses/id_00000201/01_3_back.jpg
26473 4088 1 img/WOMEN/Dresses/id_00000201/01_7_additional.jpg
26474 4088 1 img/WOMEN/Dresses/id_00000201/02_1_front.jpg
26475 4088 1 img/WOMEN/Dresses/id_00000201/02_2_side.jpg
26478 4089 1 img/WOMEN/Dresses/id_00000202/01_1_front.jpg
26479 4089 1 img/WOMEN/Dresses/id_00000202/01_2_side.jpg
26482 4090 1 img/WOMEN/Dresses/id_00000203/02_1_front.jpg
26485 4090 1 img/WOMEN/Dresses/id_00000203/02_7_additional.jpg
26487 4090 1 img/WOMEN/Dresses/id_00000203/03_2_side.jpg
26489 4091 1 img/MEN/Shirts_Polos/id_00000204/01_1_front.jpg
26491 4091 1 img/MEN/Shirts_Polos/id_00000204/01_3_back.jpg
26493 4092 1 img/WOMEN/Sweaters/id_00000209/02_1_front.jpg
26496 4093 1 img/WOMEN/Graphic_Tees/id_00000211/01_1_front.jpg
26498 4093 1 img/WOMEN/Graphic_Tees/id_00000211/01_3_back.jpg
26500 4094 1 img/WOMEN/Tees_Tanks/id_00000212/01_1_front.jpg
26501 4094 1 img/WOMEN/Tees_Tanks/id_00000212/01_2_side.jpg
26502 4094 1 img/WOMEN/Tees_Tanks/id_00000212/01_4_full.jpg
26503 4094 1 img/WOMEN/Tees_Tanks/id_00000212/01_7_additional.jpg
26508 4095 1 img/WOMEN/Shorts/id_00000214/01_1_front.jpg
26511 4095 1 img/WOMEN/Shorts/id_00000214/01_4_full.jpg
26513 4096 1 img/WOMEN/Pants/id_00000215/01_1_front.jpg
26514 4096 1 img/WOMEN/Pants/id_00000215/01_2_side.jpg
26518 4097 1 img/WOMEN/Cardigans/id_00000217/02_2_side.jpg
26521 4098 1 img/WOMEN/Tees_Tanks/id_00000222/01_3_back.jpg
26523 4098 1 img/WOMEN/Tees_Tanks/id_00000222/01_7_additional.jpg
26525 4099 1 img/MEN/Tees_Tanks/id_00000223/01_1_front.jpg
26527 4099 1 img/MEN/Tees_Tanks/id_00000223/01_4_full.jpg
26529 4100 1 img/WOMEN/Dresses/id_00000224/04_1_front.jpg
26532 4100 1 img/WOMEN/Dresses/id_00000224/04_4_full.jpg
26533 4100 1 img/WOMEN/Dresses/id_00000224/04_7_additional.jpg
26534 4100 1 img/WOMEN/Dresses/id_00000224/06_1_front.jpg
26536 4100 1 img/WOMEN/Dresses/id_00000224/06_3_back.jpg
26539 4100 1 img/WOMEN/Dresses/id_00000224/07_1_front.jpg
26540 4100 1 img/WOMEN/Dresses/id_00000224/07_2_side.jpg
26541 4100 1 img/WOMEN/Dresses/id_00000224/07_3_back.jpg
26544 4100 1 img/WOMEN/Dresses/id_00000224/09_1_front.jpg
26545 4100 1 img/WOMEN/Dresses/id_00000224/09_2_side.jpg
26549 4101 1 img/MEN/Shirts_Polos/id_00000226/04_1_front.jpg
26550 4101 1 img/MEN/Shirts_Polos/id_00000226/04_2_side.jpg
26553 4101 1 img/MEN/Shirts_Polos/id_00000226/05_1_front.jpg
26555 4101 1 img/MEN/Shirts_Polos/id_00000226/05_3_back.jpg
26558 4102 1 img/WOMEN/Dresses/id_00000227/01_2_side.jpg
26559 4102 1 img/WOMEN/Dresses/id_00000227/01_3_back.jpg
26561 4103 1 img/WOMEN/Dresses/id_00000229/02_1_front.jpg
26563 4103 1 img/WOMEN/Dresses/id_00000229/02_3_back.jpg
26565 4104 1 img/WOMEN/Blouses_Shirts/id_00000231/02_1_front.jpg
26566 4104 1 img/WOMEN/Blouses_Shirts/id_00000231/02_2_side.jpg
26569 4105 1 img/WOMEN/Blouses_Shirts/id_00000235/03_1_front.jpg
26570 4105 1 img/WOMEN/Blouses_Shirts/id_00000235/03_2_side.jpg
26572 4105 1 img/WOMEN/Blouses_Shirts/id_00000235/03_7_additional.jpg
26574 4105 1 img/WOMEN/Blouses_Shirts/id_00000235/04_2_side.jpg
26577 4106 1 img/WOMEN/Blouses_Shirts/id_00000239/02_1_front.jpg
26579 4106 1 img/WOMEN/Blouses_Shirts/id_00000239/02_3_back.jpg
26581 4107 1 img/WOMEN/Graphic_Tees/id_00000241/01_1_front.jpg
26582 4107 1 img/WOMEN/Graphic_Tees/id_00000241/01_2_side.jpg
26585 4108 1 img/MEN/Tees_Tanks/id_00000242/01_1_front.jpg
26586 4108 1 img/MEN/Tees_Tanks/id_00000242/01_2_side.jpg
26591 4109 1 img/WOMEN/Dresses/id_00000244/01_3_back.jpg
26592 4109 1 img/WOMEN/Dresses/id_00000244/01_4_full.jpg
26594 4109 1 img/WOMEN/Dresses/id_00000244/02_1_front.jpg
26596 4109 1 img/WOMEN/Dresses/id_00000244/02_3_back.jpg
26598 4110 1 img/WOMEN/Sweatshirts_Hoodies/id_00000246/02_1_front.jpg
26600 4110 1 img/WOMEN/Sweatshirts_Hoodies/id_00000246/02_3_back.jpg
26603 4111 1 img/WOMEN/Sweatshirts_Hoodies/id_00000247/02_3_back.jpg
26605 4112 1 img/WOMEN/Dresses/id_00000250/02_1_front.jpg
26606 4112 1 img/WOMEN/Dresses/id_00000250/02_2_side.jpg
26608 4112 1 img/WOMEN/Dresses/id_00000250/02_7_additional.jpg
26609 4112 1 img/WOMEN/Dresses/id_00000250/03_1_front.jpg
26611 4112 1 img/WOMEN/Dresses/id_00000250/03_3_back.jpg
26613 4112 1 img/WOMEN/Dresses/id_00000250/04_1_front.jpg
26617 4113 1 img/WOMEN/Tees_Tanks/id_00000252/02_1_front.jpg
26619 4113 1 img/WOMEN/Tees_Tanks/id_00000252/02_3_back.jpg
26622 4114 1 img/WOMEN/Blouses_Shirts/id_00000255/02_2_side.jpg
26623 4114 1 img/WOMEN/Blouses_Shirts/id_00000255/02_4_full.jpg
26626 4115 1 img/MEN/Pants/id_00000256/02_2_side.jpg
26628 4115 1 img/MEN/Pants/id_00000256/02_4_full.jpg
26631 4115 1 img/MEN/Pants/id_00000256/03_2_side.jpg
26632 4115 1 img/MEN/Pants/id_00000256/03_3_back.jpg
26634 4115 1 img/MEN/Pants/id_00000256/03_6_flat.jpg
